User_ID,Age,Gender,City,Subscription_Type,Monthly_Fee,Watch_Hours,Movies_Watched,Series_Watched,Favorite_Genre,Rating_Given,Device,Membership_Years,Cancelled
10288,62,Male,Chennai,Premium,799,176.1,34,17,Crime,5.0,Mobile,2.9,No
10289,39,Male,Hyderabad,Basic,199,51.7,1,7,Thriller,3.2,Laptop,9.4,No
10290,64,Female,Chennai,Premium,799,104.7,15,5,Thriller,4.1,Mobile,4.4,No
10291,60,Female,Surat,Standard,499,82.5,26,8,Comedy,3.6,Laptop,8.0,No
10292,64,Female,Ahmedabad,Basic,199,72.4,27,5,Romance,3.8,Smart TV,1.6,No
10293,57,Male,Surat,Standard,499,86.5,21,9,Action,4.5,Mobile,4.4,No
10294,46,Male,Kolkata,Standard,499,105.4,25,8,Drama,4.6,Mobile,6.5,No
10295,34,Male,Jaipur,Basic,199,67.2,15,1,Comedy,4.3,Mobile,2.4,Yes
10296,18,Male,Jaipur,Basic,199,44.7,12,5,Romance,4.2,Tablet,7.3,No
10297,32,Male,Bengaluru,Basic,199,42.2,7,6,Romance,3.9,Laptop,5.5,No
10298,35,Female,Hyderabad,Standard,499,46.5,11,4,Documentary,4.4,Tablet,7.6,No
10299,21,Male,Pune,Premium,799,63.7,19,3,Comedy,3.5,Laptop,2.6,Yes
10300,51,Male,Kolkata,Basic,199,46.3,14,3,Documentary,4.4,Tablet,8.4,No
10301,34,Male,Bengaluru,Basic,199,59.1,22,7,Comedy,4.3,Tablet,7.9,No
10302,48,Male,Bengaluru,Standard,499,119.5,24,9,Crime,4.6,Laptop,3.8,No
10303,25,Female,Jaipur,Premium,799,175.9,49,21,Crime,5.0,Mobile,2.0,No
10304,35,Female,Mumbai,Basic,199,67.0,15,4,Crime,4.8,Laptop,5.3,No
10305,63,Male,Pune,Standard,499,82.5,20,5,Documentary,4.0,Laptop,6.5,No
10306,25,Male,Bengaluru,Basic,199,62.3,18,7,Documentary,4.4,Laptop,4.9,No
10307,63,Male,Kolkata,Basic,199,43.3,13,4,Crime,3.8,Smart TV,5.8,No
10308,62,Male,Ahmedabad,Premium,799,105.9,29,12,Documentary,4.8,Smart TV,6.0,No
10309,52,Female,Hyderabad,Basic,199,53.4,13,4,Documentary,4.5,Laptop,9.0,Yes
10310,22,Male,Surat,Premium,799,89.0,27,8,Comedy,4.4,Mobile,1.8,No
10311,40,Female,Delhi,Basic,199,76.9,23,8,Documentary,3.8,Tablet,6.9,No
10312,35,Female,Chennai,Standard,499,95.6,28,9,Comedy,4.2,Mobile,6.1,No
10313,24,Female,Mumbai,Standard,499,83.9,18,8,Documentary,4.0,Tablet,9.8,No
10314,29,Female,Hyderabad,Standard,499,129.7,29,14,Sci-Fi,5.0,Laptop,8.5,No
10315,43,Male,Kolkata,Premium,799,133.2,33,15,Sci-Fi,5.0,Tablet,8.9,No
10316,63,Female,Chennai,Standard,499,70.5,18,7,Crime,4.5,Mobile,2.7,No
10317,48,Male,Jaipur,Premium,799,89.6,29,7,Crime,4.1,Smart TV,8.1,No
10318,61,Female,Delhi,Premium,799,114.5,26,11,Comedy,4.3,Tablet,1.1,Yes
10319,27,Male,Mumbai,Basic,199,74.6,5,8,Sci-Fi,3.8,Mobile,9.9,No
10320,55,Female,Kolkata,Basic,199,54.0,14,7,Crime,4.6,Laptop,1.2,No
10321,51,Male,Hyderabad,Basic,199,46.8,16,7,Thriller,3.7,Mobile,9.9,No
10322,34,Female,Jaipur,Standard,499,108.2,30,11,Crime,3.8,Tablet,8.7,No
10323,52,Female,Delhi,Basic,199,5.0,11,4,Crime,3.8,Smart TV,6.7,No
10324,31,Male,Hyderabad,Standard,499,90.8,9,12,Sci-Fi,4.4,Tablet,9.1,No
10325,45,Male,Hyderabad,Standard,499,116.9,23,9,Drama,4.8,Tablet,1.8,No
10326,48,Male,Bengaluru,Basic,199,27.9,8,1,Romance,4.3,Tablet,4.1,Yes
10327,59,Female,Mumbai,Standard,499,62.9,12,4,Sci-Fi,3.8,Tablet,8.8,Yes
10328,62,Male,Kolkata,Standard,499,76.5,13,7,Crime,3.9,Smart TV,3.8,No
10329,35,Male,Mumbai,Basic,199,48.6,16,3,Romance,4.2,Smart TV,4.9,No
10330,34,Female,Ahmedabad,Premium,799,163.8,36,18,Sci-Fi,5.0,Smart TV,5.0,Yes
10331,64,Male,Ahmedabad,Premium,799,135.2,53,13,Comedy,4.6,Laptop,1.0,No
10332,59,Female,Ahmedabad,Basic,199,41.4,0,4,Comedy,4.1,Smart TV,7.8,No
10333,55,Male,Ahmedabad,Basic,199,35.4,12,5,Romance,3.9,Tablet,6.9,No
10334,45,Male,Mumbai,Standard,499,62.4,9,6,Romance,4.2,Smart TV,0.8,No
10335,53,Female,Pune,Basic,199,67.5,9,2,Drama,4.2,Tablet,6.2,No
10336,45,Male,Surat,Standard,499,59.7,5,4,Drama,3.9,Tablet,8.0,No
10337,42,Male,Delhi,Premium,799,139.2,33,11,Comedy,5.0,Laptop,1.1,No
10338,32,Male,Jaipur,Basic,199,23.7,10,1,Thriller,3.6,Tablet,2.2,No
10339,18,Female,Jaipur,Basic,199,68.6,15,6,Drama,4.4,Laptop,9.0,No
10340,32,Female,Surat,Premium,799,150.6,39,14,Romance,4.5,Tablet,8.3,No
10341,40,Female,Delhi,Standard,499,108.8,36,10,Thriller,4.5,Tablet,4.2,No
10342,28,Male,Bengaluru,Premium,799,176.9,45,19,Drama,5.0,Mobile,4.4,Yes
10343,57,Female,Ahmedabad,Basic,199,35.4,7,4,Romance,3.8,Smart TV,6.1,No
10344,42,Female,Mumbai,Standard,499,36.4,12,0,Documentary,3.5,Laptop,9.4,Yes
10345,55,Male,Kolkata,Basic,199,21.7,8,4,Romance,3.5,Smart TV,6.0,No
10346,31,Male,Kolkata,Basic,199,26.3,7,4,Thriller,3.7,Smart TV,8.4,No
10347,43,Male,Bengaluru,Premium,799,96.2,12,10,Drama,4.6,Tablet,3.4,No
10348,60,Male,Ahmedabad,Basic,199,73.8,26,5,Action,3.9,Smart TV,3.7,No
10349,60,Female,Mumbai,Basic,199,6.3,7,1,Comedy,4.0,Tablet,8.4,No
10350,33,Female,Pune,Standard,499,138.3,44,12,Thriller,4.5,Laptop,3.1,No
10351,62,Female,Kolkata,Basic,199,53.1,18,8,Documentary,4.0,Tablet,2.7,No
10352,46,Male,Delhi,Standard,499,42.1,5,3,Comedy,3.7,Laptop,3.2,Yes
10353,49,Female,Delhi,Basic,199,53.0,19,1,Documentary,3.6,Tablet,8.5,No
10354,60,Male,Pune,Standard,499,92.5,21,9,Documentary,4.8,Tablet,2.5,No
10355,28,Male,Surat,Basic,199,59.0,12,3,Comedy,4.0,Mobile,8.3,No
10356,40,Female,Jaipur,Standard,499,112.1,33,8,Sci-Fi,4.8,Laptop,1.6,No
10357,58,Male,Ahmedabad,Basic,199,79.9,17,7,Sci-Fi,4.0,Tablet,9.0,No
10358,28,Female,Mumbai,Basic,199,42.5,8,3,Comedy,4.2,Laptop,8.7,Yes
10359,19,Female,Kolkata,Premium,799,99.3,30,7,Documentary,5.0,Smart TV,2.9,No
10360,53,Male,Kolkata,Basic,199,37.4,9,4,Thriller,4.1,Laptop,4.5,Yes
10361,53,Male,Pune,Basic,199,10.3,0,0,Comedy,3.5,Mobile,8.8,Yes
10362,39,Female,Delhi,Standard,499,95.2,27,8,Thriller,4.2,Laptop,2.0,No
10363,64,Female,Jaipur,Basic,199,81.4,16,5,Documentary,4.6,Smart TV,2.3,No
10364,37,Male,Bengaluru,Basic,199,65.2,10,8,Romance,4.4,Laptop,8.3,No
10365,38,Male,Ahmedabad,Basic,199,54.9,0,4,Documentary,3.6,Mobile,1.6,No
10366,56,Male,Kolkata,Standard,499,37.9,0,3,Action,4.7,Smart TV,6.4,No
10367,43,Male,Kolkata,Standard,499,56.2,10,6,Drama,3.9,Smart TV,7.8,No
10368,33,Male,Hyderabad,Premium,799,140.5,34,16,Action,5.0,Tablet,3.6,No
10369,56,Female,Delhi,Standard,499,89.2,16,11,Action,4.6,Smart TV,4.4,No
10370,41,Male,Surat,Standard,499,66.4,12,7,Romance,4.5,Laptop,6.8,No
10371,39,Female,Pune,Premium,799,127.9,30,13,Crime,4.7,Mobile,8.7,No
10372,22,Female,Bengaluru,Basic,199,57.5,19,7,Crime,3.8,Smart TV,6.0,Yes
10373,58,Female,Delhi,Standard,499,109.1,21,9,Thriller,4.4,Mobile,5.8,Yes
10374,40,Female,Kolkata,Premium,799,79.6,24,9,Thriller,3.5,Smart TV,3.3,No
10375,44,Male,Kolkata,Premium,799,123.7,35,15,Documentary,4.3,Mobile,8.2,No
10376,64,Male,Mumbai,Basic,199,49.4,13,7,Drama,4.1,Mobile,5.6,No
10377,37,Male,Pune,Premium,799,169.7,46,18,Action,5.0,Smart TV,4.0,No
10378,39,Male,Ahmedabad,Premium,799,172.8,43,16,Crime,4.5,Tablet,6.4,No
10379,56,Male,Chennai,Standard,499,34.8,9,5,Romance,3.5,Smart TV,3.3,No
10380,57,Female,Pune,Standard,499,129.3,32,14,Romance,4.2,Smart TV,2.9,No
10381,54,Female,Bengaluru,Basic,199,39.6,20,4,Crime,4.6,Tablet,2.3,No
10382,63,Female,Hyderabad,Basic,199,65.3,21,4,Action,4.8,Smart TV,3.6,No
10383,31,Female,Ahmedabad,Standard,499,99.3,16,9,Romance,5.0,Tablet,3.8,Yes
10384,55,Female,Chennai,Premium,799,58.1,11,2,Action,3.5,Laptop,4.3,No
10385,44,Female,Mumbai,Standard,499,72.6,16,7,Action,3.5,Tablet,2.2,No
10386,26,Male,Ahmedabad,Basic,199,60.1,11,6,Crime,3.8,Mobile,2.5,No
10387,46,Female,Ahmedabad,Basic,199,55.5,4,3,Documentary,4.2,Smart TV,6.9,No
10388,47,Female,Delhi,Basic,199,34.9,9,4,Sci-Fi,4.4,Tablet,9.4,No
10389,54,Female,Jaipur,Premium,799,98.8,29,10,Drama,3.5,Mobile,9.4,No
10390,19,Female,Chennai,Basic,199,60.6,21,6,Thriller,3.5,Tablet,3.7,No
10391,28,Female,Delhi,Basic,199,66.8,17,6,Sci-Fi,3.6,Mobile,4.1,Yes
10392,26,Female,Hyderabad,Standard,499,78.6,23,7,Crime,4.3,Mobile,4.7,No
10393,64,Male,Ahmedabad,Standard,499,83.5,28,7,Drama,4.4,Tablet,2.7,No
10394,38,Male,Kolkata,Basic,199,16.7,11,0,Documentary,3.4,Tablet,8.6,No
10395,60,Female,Kolkata,Standard,499,83.9,26,12,Crime,4.6,Mobile,9.6,Yes
10396,60,Female,Bengaluru,Basic,199,48.2,11,1,Comedy,4.0,Mobile,1.7,No
10397,57,Female,Pune,Basic,199,69.6,6,4,Sci-Fi,4.9,Mobile,1.2,No
10398,37,Female,Delhi,Basic,199,51.0,15,5,Documentary,3.6,Laptop,9.7,No
10399,28,Male,Ahmedabad,Standard,499,44.9,24,4,Documentary,3.8,Mobile,9.3,No
10400,29,Male,Mumbai,Standard,499,137.7,33,13,Comedy,4.9,Tablet,7.5,No
10401,39,Female,Ahmedabad,Premium,799,96.1,26,5,Sci-Fi,4.9,Mobile,4.5,No
10402,40,Male,Mumbai,Basic,199,77.4,13,4,Thriller,3.9,Mobile,5.1,No
10403,37,Male,Hyderabad,Basic,199,28.7,3,1,Comedy,4.1,Mobile,1.2,No
10404,45,Male,Jaipur,Standard,499,47.5,10,4,Drama,3.5,Mobile,5.4,No
10405,20,Male,Bengaluru,Basic,199,66.7,15,6,Comedy,3.9,Mobile,2.8,No
10406,62,Male,Delhi,Basic,199,67.1,27,8,Action,4.2,Tablet,4.4,No
10407,51,Female,Kolkata,Standard,499,72.6,24,7,Documentary,4.6,Laptop,7.6,No
10408,59,Female,Jaipur,Basic,199,92.5,29,7,Sci-Fi,4.5,Laptop,4.6,Yes
10409,21,Male,Ahmedabad,Basic,199,74.8,16,10,Action,4.7,Tablet,0.6,No
10410,20,Female,Jaipur,Standard,499,106.6,29,8,Romance,4.8,Mobile,8.9,No
10411,56,Female,Chennai,Basic,199,42.1,3,8,Thriller,4.0,Smart TV,3.9,No
10412,62,Female,Jaipur,Basic,199,67.3,15,5,Thriller,3.8,Laptop,1.9,Yes
10413,36,Female,Ahmedabad,Standard,499,80.6,12,11,Romance,3.9,Smart TV,3.5,No
10414,36,Female,Pune,Premium,799,133.9,35,15,Documentary,4.5,Laptop,8.1,No
10415,59,Male,Chennai,Basic,199,49.5,8,3,Comedy,3.5,Laptop,1.5,No
10416,41,Male,Surat,Standard,499,91.1,18,6,Documentary,4.9,Smart TV,9.5,No
10417,37,Female,Hyderabad,Basic,199,49.7,11,2,Comedy,4.3,Smart TV,1.3,No
10418,57,Male,Mumbai,Basic,199,70.6,22,8,Comedy,4.1,Tablet,6.9,No
10419,58,Male,Mumbai,Premium,799,86.4,19,5,Comedy,4.4,Tablet,8.4,No
10420,48,Male,Mumbai,Premium,799,136.0,38,14,Sci-Fi,5.0,Tablet,1.5,No
10421,25,Male,Ahmedabad,Basic,199,18.9,9,1,Romance,3.5,Smart TV,3.6,No
10422,35,Female,Chennai,Premium,799,117.3,29,12,Thriller,4.0,Smart TV,1.0,No
10423,47,Male,Pune,Standard,499,51.6,13,4,Thriller,4.0,Mobile,9.8,No
10424,19,Female,Bengaluru,Standard,499,92.8,20,6,Documentary,3.5,Laptop,6.7,No
10425,19,Male,Pune,Standard,499,101.5,23,8,Romance,5.0,Tablet,3.0,No
10426,18,Female,Pune,Basic,199,61.0,18,6,Sci-Fi,4.4,Mobile,7.5,No
10427,30,Male,Bengaluru,Basic,199,78.6,12,7,Comedy,4.1,Smart TV,7.3,No
10428,24,Female,Delhi,Premium,799,129.3,34,13,Drama,4.6,Smart TV,6.9,Yes
10429,29,Female,Ahmedabad,Standard,499,86.2,13,6,Crime,4.9,Smart TV,9.9,Yes
10430,47,Male,Hyderabad,Basic,199,52.3,7,3,Comedy,4.0,Tablet,2.3,No
10431,55,Female,Chennai,Premium,799,127.9,40,15,Action,4.4,Smart TV,8.5,No
10432,54,Male,Ahmedabad,Standard,499,87.9,17,9,Action,4.2,Smart TV,1.7,No
10433,60,Male,Jaipur,Standard,499,75.4,13,6,Comedy,4.2,Smart TV,5.1,No
10434,34,Male,Hyderabad,Premium,799,122.6,43,16,Romance,4.2,Tablet,8.8,No
10435,40,Female,Chennai,Basic,199,34.2,10,2,Documentary,4.1,Tablet,4.3,Yes
10436,50,Female,Chennai,Premium,799,147.0,42,15,Romance,4.7,Smart TV,8.6,No
10437,24,Male,Surat,Standard,499,119.3,29,10,Crime,5.0,Smart TV,6.5,No
10438,51,Female,Pune,Premium,799,113.9,25,8,Thriller,5.0,Laptop,3.5,No
10439,49,Male,Mumbai,Basic,199,59.2,14,7,Crime,4.1,Laptop,6.7,No
10440,43,Male,Surat,Standard,499,22.5,3,0,Action,3.6,Mobile,5.4,No
10441,41,Male,Pune,Basic,199,21.4,6,3,Action,3.5,Mobile,5.7,No
10442,37,Male,Delhi,Basic,199,56.4,22,8,Action,5.0,Mobile,8.9,No
10443,45,Male,Chennai,Premium,799,200.3,50,19,Comedy,5.0,Laptop,6.0,No
10444,59,Male,Mumbai,Premium,799,64.7,11,5,Sci-Fi,3.0,Mobile,9.6,No
10445,53,Female,Kolkata,Basic,199,72.4,13,8,Thriller,4.7,Laptop,8.1,No
10446,33,Female,Chennai,Basic,199,47.5,9,7,Action,3.8,Laptop,6.9,No
10447,43,Male,Delhi,Standard,499,63.6,11,3,Romance,4.1,Tablet,7.6,No
10448,45,Female,Pune,Standard,499,81.5,25,7,Crime,3.7,Laptop,7.2,No
10449,63,Male,Chennai,Basic,199,22.3,0,3,Sci-Fi,3.5,Tablet,4.2,No
10450,39,Female,Pune,Standard,499,81.5,22,7,Comedy,4.4,Laptop,3.7,No
10451,24,Male,Bengaluru,Standard,499,65.1,4,8,Comedy,4.0,Smart TV,8.6,Yes
10452,38,Female,Bengaluru,Basic,199,60.3,10,3,Action,4.3,Smart TV,5.6,No
10453,63,Female,Jaipur,Standard,499,83.4,22,10,Drama,3.9,Laptop,3.4,No
10454,35,Male,Ahmedabad,Basic,199,61.6,18,8,Drama,4.5,Tablet,5.1,No
10455,25,Female,Bengaluru,Standard,499,48.1,13,7,Sci-Fi,4.6,Laptop,6.8,No
10456,39,Male,Delhi,Premium,799,145.1,32,16,Romance,5.0,Smart TV,4.2,No
10457,27,Male,Surat,Premium,799,74.6,14,7,Romance,4.3,Mobile,7.4,No
10458,56,Female,Mumbai,Standard,499,75.4,16,5,Comedy,4.0,Laptop,6.9,No
10459,57,Female,Chennai,Basic,199,35.7,5,1,Thriller,3.9,Smart TV,5.3,Yes
10460,35,Female,Kolkata,Basic,199,73.6,17,6,Crime,4.2,Mobile,3.0,No
10461,30,Female,Jaipur,Premium,799,104.9,19,10,Sci-Fi,5.0,Laptop,9.9,No
10462,25,Female,Jaipur,Standard,499,51.2,0,3,Crime,3.6,Mobile,7.7,No
10463,19,Male,Delhi,Basic,199,46.3,9,2,Thriller,4.0,Mobile,2.6,No
10464,26,Female,Bengaluru,Standard,499,85.9,18,6,Thriller,4.4,Mobile,9.4,No
10465,45,Female,Ahmedabad,Basic,199,30.5,12,2,Documentary,4.3,Smart TV,3.5,No
10466,62,Male,Mumbai,Basic,199,46.7,19,3,Comedy,4.0,Smart TV,2.6,No
10467,42,Female,Surat,Basic,199,44.2,9,7,Thriller,3.2,Tablet,7.8,Yes
10468,63,Female,Chennai,Premium,799,122.4,26,14,Drama,4.6,Mobile,9.2,No
10469,27,Male,Jaipur,Standard,499,94.0,22,11,Documentary,4.0,Laptop,3.1,No
10470,51,Female,Bengaluru,Basic,199,21.4,2,1,Comedy,3.6,Mobile,2.4,No
10471,32,Female,Surat,Premium,799,99.7,19,13,Crime,3.9,Tablet,7.7,No
10472,43,Male,Hyderabad,Basic,199,32.4,0,3,Documentary,4.2,Laptop,6.8,No
10473,60,Female,Chennai,Basic,199,62.7,7,6,Crime,4.7,Mobile,2.9,No
10474,53,Male,Hyderabad,Standard,499,113.5,30,8,Action,3.6,Laptop,8.7,No
10475,34,Female,Bengaluru,Premium,799,138.8,36,12,Thriller,5.0,Smart TV,2.6,No
10476,61,Male,Pune,Basic,199,44.1,9,4,Comedy,4.5,Laptop,3.3,No
10477,44,Female,Ahmedabad,Premium,799,119.5,28,11,Thriller,4.4,Tablet,3.6,No
10478,36,Female,Delhi,Basic,199,52.2,14,6,Action,4.0,Mobile,7.8,No
10479,18,Male,Surat,Standard,499,76.0,23,2,Comedy,4.1,Mobile,5.6,No
10480,46,Male,Mumbai,Premium,799,122.0,27,11,Action,4.0,Mobile,9.0,No
10481,61,Male,Delhi,Basic,199,34.1,9,4,Thriller,2.7,Tablet,2.0,Yes
10482,64,Female,Pune,Premium,799,115.2,30,11,Comedy,4.9,Mobile,5.9,Yes
10483,22,Female,Surat,Basic,199,58.9,13,5,Action,4.0,Smart TV,1.4,No
10484,32,Female,Kolkata,Standard,499,112.2,25,8,Sci-Fi,4.2,Mobile,2.1,No
10485,49,Female,Chennai,Standard,499,65.0,21,7,Sci-Fi,3.9,Laptop,7.2,No
10486,48,Female,Delhi,Basic,199,51.4,15,5,Documentary,3.6,Tablet,8.7,No
10487,42,Female,Delhi,Basic,199,5.0,0,2,Comedy,3.4,Laptop,8.7,No
10488,48,Female,Surat,Standard,499,103.5,21,10,Thriller,4.3,Tablet,1.0,No
10489,56,Male,Delhi,Basic,199,23.6,0,4,Romance,4.1,Laptop,6.0,No
10490,27,Male,Ahmedabad,Standard,499,59.4,18,2,Thriller,4.0,Tablet,8.5,No
10491,36,Male,Surat,Standard,499,62.1,11,6,Action,3.9,Smart TV,8.8,No
10492,61,Male,Kolkata,Standard,499,74.4,23,9,Thriller,3.9,Tablet,4.7,No
10493,39,Male,Chennai,Standard,499,66.1,13,5,Comedy,4.0,Smart TV,6.5,No
10494,62,Male,Ahmedabad,Premium,799,124.8,26,7,Crime,4.4,Mobile,5.5,No
10495,62,Male,Delhi,Standard,499,59.9,17,5,Romance,4.8,Mobile,5.7,Yes
10496,23,Male,Chennai,Basic,199,41.0,11,0,Comedy,4.1,Laptop,4.7,No
10497,50,Female,Delhi,Standard,499,94.8,27,11,Documentary,4.6,Mobile,1.6,No
10498,61,Female,Chennai,Basic,199,36.6,10,4,Action,3.1,Tablet,4.6,Yes
10499,41,Male,Surat,Basic,199,5.0,11,2,Thriller,3.7,Smart TV,1.5,No
10500,49,Female,Ahmedabad,Basic,199,68.4,16,9,Action,4.0,Tablet,1.8,No
10501,50,Female,Surat,Basic,199,22.1,11,0,Comedy,3.3,Smart TV,10.0,No
10502,52,Male,Chennai,Basic,199,15.2,0,2,Action,3.4,Mobile,0.7,No
10503,26,Female,Delhi,Standard,499,45.9,13,4,Sci-Fi,3.7,Laptop,1.4,No
10504,38,Male,Surat,Premium,799,78.3,24,7,Romance,3.4,Smart TV,5.5,No
10505,48,Male,Kolkata,Basic,199,34.8,6,3,Crime,3.7,Smart TV,6.7,No
10506,25,Female,Mumbai,Standard,499,89.8,25,6,Thriller,4.5,Smart TV,5.3,No
10507,26,Male,Surat,Basic,199,61.0,18,5,Drama,4.6,Mobile,1.0,No
10508,55,Female,Hyderabad,Standard,499,74.0,19,7,Documentary,4.5,Laptop,4.3,No
10509,45,Female,Kolkata,Premium,799,66.6,18,6,Documentary,4.4,Mobile,10.0,No
10510,18,Male,Surat,Standard,499,65.5,10,7,Drama,3.8,Tablet,1.7,No
10511,37,Male,Kolkata,Basic,199,69.6,9,9,Crime,4.4,Tablet,3.6,No
10512,28,Female,Hyderabad,Standard,499,85.0,20,6,Crime,4.5,Tablet,0.8,No
10513,32,Female,Jaipur,Basic,199,43.2,10,5,Drama,3.6,Smart TV,9.3,No
10514,50,Male,Delhi,Premium,799,146.4,36,11,Action,4.8,Smart TV,9.3,No
10515,47,Female,Pune,Basic,199,49.0,14,2,Action,4.4,Smart TV,9.5,No
10516,53,Female,Pune,Basic,199,77.2,17,8,Sci-Fi,3.9,Tablet,1.8,No
10517,56,Male,Hyderabad,Premium,799,160.4,33,18,Drama,5.0,Mobile,5.6,No
10518,31,Male,Mumbai,Basic,199,27.0,6,0,Comedy,3.6,Laptop,4.5,Yes
10519,29,Male,Chennai,Standard,499,98.6,21,10,Romance,4.5,Smart TV,1.5,No
10520,35,Male,Jaipur,Basic,199,32.3,8,4,Thriller,3.3,Mobile,4.8,No
10521,61,Male,Ahmedabad,Basic,199,23.3,0,0,Comedy,4.2,Laptop,8.0,No
10522,54,Female,Delhi,Standard,499,73.9,20,9,Sci-Fi,3.7,Mobile,8.3,No
10523,47,Male,Surat,Basic,199,39.9,5,5,Drama,3.7,Laptop,1.5,No
10524,49,Female,Bengaluru,Basic,199,87.2,22,11,Drama,4.7,Laptop,9.1,No
10525,20,Male,Ahmedabad,Standard,499,60.8,17,4,Drama,4.2,Mobile,3.9,No
10526,56,Female,Surat,Premium,799,161.2,38,15,Drama,5.0,Mobile,6.2,No
10527,47,Female,Delhi,Standard,499,81.8,19,4,Action,4.1,Smart TV,3.1,No
10528,59,Male,Chennai,Premium,799,163.3,38,13,Sci-Fi,5.0,Mobile,1.9,No
10529,59,Female,Bengaluru,Basic,199,42.7,13,1,Thriller,3.8,Mobile,9.8,No
10530,47,Female,Chennai,Basic,199,62.0,13,4,Action,3.0,Laptop,6.9,No
10531,34,Male,Surat,Basic,199,42.0,6,7,Romance,4.2,Laptop,8.8,No
10532,42,Male,Bengaluru,Basic,199,50.9,15,2,Action,4.1,Laptop,6.5,No
10533,55,Male,Surat,Standard,499,65.9,14,6,Crime,4.3,Smart TV,4.4,No
10534,22,Male,Delhi,Standard,499,96.3,15,7,Sci-Fi,4.8,Mobile,1.5,No
10535,46,Male,Hyderabad,Standard,499,78.3,17,8,Documentary,4.3,Tablet,2.6,No
10536,19,Female,Ahmedabad,Basic,199,45.9,14,2,Crime,4.4,Laptop,1.5,No
10537,55,Male,Bengaluru,Premium,799,158.3,43,16,Action,4.7,Mobile,0.8,No
10538,57,Female,Pune,Basic,199,47.5,14,6,Comedy,4.0,Tablet,7.8,No
10539,48,Male,Chennai,Premium,799,126.6,24,13,Romance,4.3,Laptop,9.7,No
10540,55,Female,Delhi,Basic,199,64.5,16,2,Action,5.0,Laptop,6.8,No
10541,42,Male,Ahmedabad,Standard,499,63.8,10,8,Comedy,4.2,Tablet,8.3,No
10542,22,Female,Kolkata,Standard,499,40.7,13,4,Romance,3.5,Mobile,0.8,No
10543,63,Female,Kolkata,Basic,199,90.0,32,11,Crime,4.3,Smart TV,1.3,No
10544,33,Male,Surat,Basic,199,58.7,15,4,Crime,4.2,Laptop,9.1,No
10545,40,Male,Mumbai,Basic,199,55.2,18,3,Action,4.0,Mobile,1.7,No
10546,30,Female,Chennai,Basic,199,5.7,0,5,Romance,3.9,Laptop,3.9,No
10547,54,Female,Pune,Basic,199,92.8,29,10,Action,4.5,Tablet,9.4,No
10548,24,Female,Ahmedabad,Premium,799,109.8,28,10,Drama,4.1,Tablet,7.9,No
10549,41,Male,Pune,Standard,499,61.2,5,3,Action,3.8,Laptop,9.7,No
10550,62,Female,Surat,Basic,199,26.5,10,4,Action,3.4,Laptop,5.1,No
10551,31,Female,Pune,Standard,499,91.5,20,7,Crime,4.1,Laptop,4.6,No
10552,25,Female,Hyderabad,Basic,199,63.6,14,8,Drama,3.7,Laptop,5.7,No
10553,32,Male,Delhi,Basic,199,51.0,20,4,Comedy,3.7,Laptop,3.4,No
10554,25,Male,Bengaluru,Basic,199,80.2,26,3,Drama,5.0,Smart TV,7.1,No
10555,56,Female,Kolkata,Basic,199,48.5,10,5,Sci-Fi,3.6,Smart TV,9.9,No
10556,40,Male,Bengaluru,Basic,199,67.4,21,6,Sci-Fi,4.3,Tablet,1.8,No
10557,51,Female,Hyderabad,Standard,499,84.8,21,7,Romance,4.4,Smart TV,1.0,No
10558,31,Female,Mumbai,Premium,799,64.6,20,5,Crime,5.0,Laptop,7.4,No
10559,32,Male,Hyderabad,Basic,199,45.6,9,4,Romance,3.9,Tablet,1.4,No
10560,39,Female,Ahmedabad,Basic,199,41.5,12,2,Sci-Fi,4.6,Mobile,1.2,No
10561,21,Male,Pune,Premium,799,60.4,14,7,Thriller,4.2,Mobile,8.0,No
10562,45,Male,Chennai,Premium,799,108.2,21,11,Sci-Fi,4.4,Smart TV,4.0,No
10563,59,Female,Pune,Standard,499,67.0,23,6,Comedy,4.5,Tablet,6.0,No
10564,26,Female,Ahmedabad,Basic,199,13.2,0,0,Drama,3.4,Mobile,6.8,No
10565,57,Female,Pune,Basic,199,63.1,20,3,Comedy,4.1,Smart TV,1.3,No
10566,60,Male,Kolkata,Standard,499,104.2,28,10,Sci-Fi,5.0,Mobile,2.5,No
10567,23,Female,Kolkata,Premium,799,155.9,45,16,Thriller,5.0,Smart TV,4.8,No
10568,40,Male,Delhi,Standard,499,76.0,15,5,Documentary,4.3,Smart TV,4.7,No
10569,60,Male,Mumbai,Basic,199,36.9,8,5,Romance,3.6,Laptop,7.4,No
10570,63,Female,Hyderabad,Standard,499,71.7,17,9,Crime,4.3,Mobile,3.9,No
10571,30,Male,Pune,Basic,199,52.9,14,4,Action,4.1,Smart TV,6.0,No
10572,56,Female,Kolkata,Basic,199,32.5,0,4,Action,5.0,Tablet,1.0,Yes
10573,33,Male,Hyderabad,Standard,499,87.2,25,10,Thriller,4.9,Smart TV,1.5,No
10574,30,Male,Chennai,Standard,499,90.4,19,10,Sci-Fi,4.4,Mobile,4.7,No
10575,32,Male,Pune,Standard,499,75.4,10,3,Drama,4.7,Tablet,4.8,No
10576,54,Female,Surat,Standard,499,90.7,16,12,Comedy,4.5,Laptop,6.9,No
10577,62,Male,Bengaluru,Standard,499,68.3,17,11,Documentary,3.9,Laptop,2.8,No
